file,frequency,language,competence,source,target
RU_1_185_1.head.txt,9.0909090909,RU,learner,,
RU_1_19_1.head.txt,0,RU,learner,,
RU_1_193_1.head.txt,0,RU,learner,,
RU_1_194_1.head.txt,0,RU,learner,,
RU_1_196_1.head.txt,0,RU,learner,,
RU_1_2_1.head.txt,5.1282051282,RU,learner,,
RU_1_200_1.head.txt,0,RU,learner,,
RU_1_203_1.head.txt,24,RU,learner,,
RU_1_204_1.head.txt,5,RU,learner,,
RU_1_205_1.head.txt,0,RU,learner,,
RU_1_206_1.head.txt,0,RU,learner,,
RU_1_207_1.head.txt,3.5714285714,RU,learner,,
RU_1_208_1.head.txt,0,RU,learner,,
RU_1_209_1.head.txt,5.2631578947,RU,learner,,
RU_1_210_1.head.txt,4.1666666667,RU,learner,,
RU_1_212_1.head.txt,12.5,RU,learner,,
RU_1_22_1.head.txt,5.2631578947,RU,learner,,
RU_1_228_1.head.txt,0,RU,learner,,
RU_1_23_1.head.txt,12.5,RU,learner,,
RU_1_233_1.head.txt,6.25,RU,learner,,
RU_1_235_1.head.txt,10,RU,learner,,
RU_1_237_1.head.txt,16.6666666667,RU,learner,,
RU_1_24_1.head.txt,3.2258064516,RU,learner,,
RU_1_240_1.head.txt,5,RU,learner,,
RU_1_242_1.head.txt,0,RU,learner,,
RU_1_243_1.head.txt,3.3519553073,RU,learner,,
RU_1_244_1.head.txt,4.347826087,RU,learner,,
RU_1_245_1.head.txt,15,RU,learner,,
RU_1_246_1.head.txt,6.6666666667,RU,learner,,
RU_1_247_1.head.txt,8.6956521739,RU,learner,,
RU_1_248_1.head.txt,28,RU,learner,,
RU_1_25_1.head.txt,8.5106382979,RU,learner,,
RU_1_26_1.head.txt,13.3333333333,RU,learner,,
RU_1_260_1.head.txt,0,RU,learner,,
RU_1_262_1.head.txt,0,RU,learner,,
RU_1_263_1.head.txt,0,RU,learner,,
RU_1_264_1.head.txt,5.2631578947,RU,learner,,
RU_1_265_1.head.txt,4.1666666667,RU,learner,,
RU_1_266_1.head.txt,6.6666666667,RU,learner,,
RU_1_270_1.head.txt,0,RU,learner,,
RU_1_273_1.head.txt,3.7037037037,RU,learner,,
RU_1_274_1.head.txt,0,RU,learner,,
RU_1_28_1.head.txt,7.1428571429,RU,learner,,
RU_1_283_1.head.txt,0,RU,learner,,
RU_1_286_1.head.txt,0,RU,learner,,
RU_1_288_1.head.txt,0,RU,learner,,
RU_1_289_1.head.txt,13.6363636364,RU,learner,,
RU_1_29_1.head.txt,0,RU,learner,,
RU_1_290_1.head.txt,0,RU,learner,,
RU_1_292_1.head.txt,0,RU,learner,,
RU_1_293_1.head.txt,4.5454545455,RU,learner,,
RU_1_294_1.head.txt,7.5,RU,learner,,
RU_1_295_1.head.txt,0,RU,learner,,
RU_1_296_1.head.txt,0,RU,learner,,
RU_1_297_1.head.txt,5,RU,learner,,
RU_1_298_1.head.txt,0,RU,learner,,
RU_1_299_1.head.txt,6.25,RU,learner,,
RU_1_3_1.head.txt,2.4390243902,RU,learner,,
RU_1_300_1.head.txt,0,RU,learner,,
RU_1_302_1.head.txt,17.6470588235,RU,learner,,
RU_1_303_1.head.txt,0,RU,learner,,
RU_1_304_1.head.txt,0,RU,learner,,
RU_1_305_1.head.txt,0,RU,learner,,
RU_1_306_1.head.txt,0,RU,learner,,
RU_1_307_1.head.txt,0,RU,learner,,
RU_1_309_1.head.txt,0,RU,learner,,
RU_1_312_1.head.txt,5.5555555556,RU,learner,,
RU_1_313_1.head.txt,0,RU,learner,,
RU_1_314_1.head.txt,0,RU,learner,,
RU_1_315_1.head.txt,2.4390243902,RU,learner,,
RU_1_316_1.head.txt,0,RU,learner,,
RU_1_317_1.head.txt,0,RU,learner,,
RU_1_36_1.head.txt,7.1428571429,RU,learner,,
RU_1_4_1.head.txt,9.0909090909,RU,learner,,
RU_1_40_1.head.txt,0,RU,learner,,
RU_1_42_1.head.txt,0,RU,learner,,
RU_1_43_1.head.txt,0,RU,learner,,
RU_1_44_1.head.txt,9.5238095238,RU,learner,,
RU_1_45_1.head.txt,0,RU,learner,,
RU_1_46_1.head.txt,2.9850746269,RU,learner,,
RU_1_47_1.head.txt,0,RU,learner,,
RU_1_48_1.head.txt,0,RU,learner,,
RU_1_49_1.head.txt,1.4925373134,RU,learner,,
RU_1_5_1.head.txt,2.1739130435,RU,learner,,
RU_1_50_1.head.txt,6.25,RU,learner,,
RU_1_52_1.head.txt,10.5263157895,RU,learner,,
RU_1_53_1.head.txt,0,RU,learner,,
RU_1_54_1.head.txt,0,RU,learner,,
RU_1_55_1.head.txt,0,RU,learner,,
RU_1_56_1.head.txt,0,RU,learner,,
RU_1_57_1.head.txt,0,RU,learner,,
RU_1_58_1.head.txt,4.6511627907,RU,learner,,
RU_1_59_1.head.txt,0,RU,learner,,
RU_1_6_1.head.txt,10.3448275862,RU,learner,,
RU_1_60_1.head.txt,0,RU,learner,,
RU_1_65_1.head.txt,0,RU,learner,,
RU_1_66_1.head.txt,5.9221658206,RU,learner,,
RU_1_67_1.head.txt,3.4722222222,RU,learner,,
RU_1_68_1.head.txt,2.0202020202,RU,learner,,
RU_1_69_1.head.txt,0,RU,learner,,
RU_1_7_1.head.txt,20,RU,learner,,
RU_1_75_1.head.txt,0,RU,learner,,
RU_1_76_1.head.txt,0,RU,learner,,
RU_1_79_1.head.txt,5.8823529412,RU,learner,,
RU_1_8_1.head.txt,0,RU,learner,,
RU_1_80_1.head.txt,0,RU,learner,,
RU_1_82_1.head.txt,7.6923076923,RU,learner,,
RU_1_83_1.head.txt,0,RU,learner,,
RU_1_84_1.head.txt,0,RU,learner,,
RU_1_85_1.head.txt,0,RU,learner,,
RU_1_86_1.head.txt,9.0909090909,RU,learner,,
RU_1_88_1.head.txt,0.9389671362,RU,learner,,
RU_1_89_1.head.txt,0,RU,learner,,
RU_1_90_1.head.txt,0,RU,learner,,
RU_1_92_1.head.txt,1.6949152542,RU,learner,,
RU_1_96_1.head.txt,0,RU,learner,,
RU_1_97_1.head.txt,0,RU,learner,,
RU_1_98_1.head.txt,0,RU,learner,,
RU_1_99_1.head.txt,2.1645021645,RU,learner,,
RU_2_7_1.head.txt,0,RU,learner,,
RU_3_10_1.head.txt,7.1428571429,RU,learner,,
RU_3_12_1.head.txt,0,RU,learner,,
RU_3_13_1.head.txt,0,RU,learner,,
RU_3_14_1.head.txt,0,RU,learner,,
RU_3_15_1.head.txt,9.5238095238,RU,learner,,
RU_3_2_1.head.txt,8.3333333333,RU,learner,,
RU_3_4_1.head.txt,4.1666666667,RU,learner,,
RU_3_5_1.head.txt,0,RU,learner,,
RU_3_6_1.head.txt,3.8461538462,RU,learner,,
RU_3_7_1.head.txt,0,RU,learner,,
RU_3_8_1.head.txt,9.0909090909,RU,learner,,
RU_3_9_1.head.txt,9.0909090909,RU,learner,,
RU_4_16_1.head.txt,5,RU,learner,,
RU_4_17_1.head.txt,9.0909090909,RU,learner,,
RU_4_18_1.head.txt,0,RU,learner,,
RU_4_19_1.head.txt,0,RU,learner,,
RU_4_25_1.head.txt,8.6956521739,RU,learner,,
RU_4_26_1.head.txt,3.4482758621,RU,learner,,
RU_4_32_1.head.txt,8.5131894484,RU,learner,,
RU_4_33_1.head.txt,5.5555555556,RU,learner,,
RU_4_34_1.head.txt,0,RU,learner,,
RU_4_35_1.head.txt,3.0303030303,RU,learner,,
RU_4_36_1.head.txt,12.8205128205,RU,learner,,
RU_4_37_1.head.txt,3.8759689922,RU,learner,,
RU_4_38_1.head.txt,8.4745762712,RU,learner,,
RU_4_39_1.head.txt,3.9215686275,RU,learner,,
RU_4_40_1.head.txt,5.9360730594,RU,learner,,
RU_4_42_1.head.txt,9.375,RU,learner,,
RU_4_43_1.head.txt,0,RU,learner,,
RU_4_44_1.head.txt,14.8148148148,RU,learner,,
RU_4_45_1.head.txt,0,RU,learner,,
RU_4_47_1.head.txt,1.4705882353,RU,learner,,
RU_4_5_1.head.txt,0,RU,learner,,
RU_4_7_1.head.txt,5,RU,learner,,
RU_5_4_1.head.txt,0,RU,learner,,
RU_5_5_1.head.txt,2.2727272727,RU,learner,,
RU_5_6_1.head.txt,0,RU,learner,,
RU_5_9_1.head.txt,0,RU,learner,,
RU_6_10_1.head.txt,6.1224489796,RU,learner,,
RU_6_2_1.head.txt,0,RU,learner,,
RU_6_22_1.head.txt,0,RU,learner,,
RU_6_3_1.head.txt,4.7619047619,RU,learner,,
en_01.txt,8.1081081081,EN,professional,8.1081081081,0
en_010.txt,5.8823529412,EN,professional,5.8823529412,4.8780487805
en_0100.txt,9.8360655738,EN,professional,9.8360655738,5.6338028169
en_0101.txt,5.8139534884,EN,professional,5.8139534884,2.9126213592
en_0102.txt,2.7777777778,EN,professional,2.7777777778,7.8947368421
en_011.txt,9.0909090909,EN,professional,9.0909090909,14.2857142857
en_012.txt,11.6959064327,EN,professional,11.6959064327,4.7619047619
en_013.txt,3.9473684211,EN,professional,3.9473684211,1.3513513514
en_014.txt,10,EN,professional,10,5
en_015.txt,3.0303030303,EN,professional,3.0303030303,4.6153846154
en_016.txt,11.0091743119,EN,professional,11.0091743119,7.2727272727
en_017.txt,2.2222222222,EN,professional,2.2222222222,2.0408163265
en_018.txt,0,EN,professional,0,0
en_019.txt,5.6910569106,EN,professional,5.6910569106,2.4590163934
en_02.txt,23.0769230769,EN,professional,23.0769230769,8.6956521739
en_020.txt,19.801980198,EN,professional,19.801980198,9.8039215686
en_021.txt,12.3595505618,EN,professional,12.3595505618,7.6086956522
en_022.txt,4.8442906574,EN,professional,4.8442906574,2.2875816993
en_023.txt,2.538071066,EN,professional,2.538071066,1.0309278351
en_024.txt,4,EN,professional,4,5.8823529412
en_025.txt,0,EN,professional,0,2.7027027027
en_026.txt,0,EN,professional,0,3.0303030303
en_027.txt,4.8780487805,EN,professional,4.8780487805,0
en_028.txt,5,EN,professional,5,6.5217391304
en_029.txt,12.1212121212,EN,professional,12.1212121212,4.4117647059
en_03.txt,6.1224489796,EN,professional,6.1224489796,7.1428571429
en_030.txt,1.2195121951,EN,professional,1.2195121951,1.2987012987
en_031.txt,0,EN,professional,0,0
en_032.txt,4.6511627907,EN,professional,4.6511627907,2.2727272727
en_033.txt,4.4444444444,EN,professional,4.4444444444,4.347826087
en_034.txt,3.125,EN,professional,3.125,3.0303030303
en_035.txt,2.4390243902,EN,professional,2.4390243902,0
en_036.txt,7.8947368421,EN,professional,7.8947368421,8.5714285714
en_037.txt,4.1666666667,EN,professional,4.1666666667,2.4096385542
en_038.txt,3.2258064516,EN,professional,3.2258064516,0
en_039.txt,3.0303030303,EN,professional,3.0303030303,3.0303030303
en_04.txt,6.0606060606,EN,professional,6.0606060606,4.7619047619
en_040.txt,12.5,EN,professional,12.5,2.7027027027
en_041.txt,9.7222222222,EN,professional,9.7222222222,4.9295774648
en_042.txt,2.2727272727,EN,professional,2.2727272727,2.6315789474
en_043.txt,8.1481481481,EN,professional,8.1481481481,3.7593984962
en_044.txt,5.8823529412,EN,professional,5.8823529412,5.4054054054
en_045.txt,7.9365079365,EN,professional,7.9365079365,2.8571428571
en_046.txt,6.25,EN,professional,6.25,2.0833333333
en_047.txt,4.1666666667,EN,professional,4.1666666667,5.376344086
en_048.txt,8.8888888889,EN,professional,8.8888888889,3.9215686275
en_049.txt,8.5106382979,EN,professional,8.5106382979,4.1666666667
en_05.txt,3.8759689922,EN,professional,3.8759689922,2.2222222222
en_050.txt,4.5454545455,EN,professional,4.5454545455,2.9850746269
en_051.txt,16.6666666667,EN,professional,16.6666666667,16.1290322581
en_052.txt,0,EN,professional,0,0
en_053.txt,8.1481481481,EN,professional,8.1481481481,2.8776978417
en_054.txt,10.8527131783,EN,professional,10.8527131783,3.3707865169
en_055.txt,7.6923076923,EN,professional,7.6923076923,0
en_056.txt,8.3333333333,EN,professional,8.3333333333,2.9411764706
en_057.txt,3.6697247706,EN,professional,3.6697247706,3.4782608696
en_058.txt,14.9425287356,EN,professional,14.9425287356,10.5263157895
en_059.txt,13.7254901961,EN,professional,13.7254901961,1.9607843137
en_060.txt,0,EN,professional,0,2.2222222222
en_061.txt,8.6956521739,EN,professional,8.6956521739,2.2727272727
en_062.txt,2.3255813953,EN,professional,2.3255813953,4.5454545455
en_063.txt,6.0975609756,EN,professional,6.0975609756,3.7974683544
en_064.txt,0,EN,professional,0,0
en_065.txt,0,EN,professional,0,1.3157894737
en_066.txt,1.1627906977,EN,professional,1.1627906977,0
en_067.txt,24.2424242424,EN,professional,24.2424242424,10.447761194
en_068.txt,1.4925373134,EN,professional,1.4925373134,1.4184397163
en_069.txt,2.7777777778,EN,professional,2.7777777778,2.9411764706
en_070.txt,6,EN,professional,6,10.6382978723
en_071.txt,4.0816326531,EN,professional,4.0816326531,5.8823529412
en_072.txt,5.2325581395,EN,professional,5.2325581395,2.3529411765
en_073.txt,4.8780487805,EN,professional,4.8780487805,9.6385542169
en_074.txt,14.7540983607,EN,professional,14.7540983607,5.8823529412
en_075.txt,15.1515151515,EN,professional,15.1515151515,5.9701492537
en_076.txt,9.6774193548,EN,professional,9.6774193548,8.0808080808
en_077.txt,4.6153846154,EN,professional,4.6153846154,3.0303030303
en_078.txt,22.641509434,EN,professional,22.641509434,3.8461538462
en_079.txt,5.3333333333,EN,professional,5.3333333333,3.75
en_08.txt,4.5454545455,EN,professional,4.5454545455,4
en_080.txt,17.1052631579,EN,professional,17.1052631579,3.7974683544
en_081.txt,0,EN,professional,0,0
en_082.txt,2.6315789474,EN,professional,2.6315789474,0
en_083.txt,1.1494252874,EN,professional,1.1494252874,0
en_084.txt,11.9047619048,EN,professional,11.9047619048,10.5882352941
en_085.txt,8.8235294118,EN,professional,8.8235294118,1.4285714286
en_086.txt,2.358490566,EN,professional,2.358490566,1.4150943396
en_087.txt,10.7594936709,EN,professional,10.7594936709,4.1916167665
en_088.txt,3.7878787879,EN,professional,3.7878787879,5.7142857143
en_089.txt,10,EN,professional,10,8.6956521739
en_09.txt,5.1282051282,EN,professional,5.1282051282,3.9215686275
en_090.txt,7.0422535211,EN,professional,7.0422535211,3.8461538462
en_091.txt,5.8823529412,EN,professional,5.8823529412,8.1081081081
